1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,,,,,,,,,,,,,
,Data de Referência,,,,,,,,,,,,,
,2024-11-08 00:00:00,,,,,,,,,,,,,
,,,,,,,,,,,,,,
MERCADO SECUNDÁRIO DE DEBÊNTURES,,,,,,,,,,,,,,
Títulos Privados - DEBÊNTURES,,,DI + SPREAD,,,,,,,2024-11-08 00:00:00,,,,
Código,Nome,Repac./  Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo,,PU,% Pu Par,Duration,% Reune,Referência NTN-B
,,,,,,,,Min.,Máx.,,,,,
AALR13,CENTRO DE IMAGEM DIAGNOSTICOS S/A (*) (**),04/10/2027,"DI + 2,75%",9.8617,7.25,9.2072,1.65,7.5572,10.8573,825.772868,90.5902,403.22,,
AEGE16,EQUIPAV SANEAMENTO S.A. (*) (**),11/03/2034,"DI + 3,9%",3.1132,2.6672,2.9971,0.3834,2.6137,3.3806,1062.206542,103.7839,1079.86,0.1,
AEGP14,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*) (**),05/02/2025,"DI + 1,8%",0.5,0.1008,0.3201,0.2594,0.0606,0.5796,518.195931,100.3434,59,,
AEGP17,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*) (**),12/04/2027,"DI + 2,15%",1.5408,1.35,1.4466,0.0764,1.3702,1.5231,1018.204588,100.8827,321.05,,
AEGP19,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),04/10/2028,"DI + 1,9%",1.8049,1.5413,1.6753,0.0571,1.6182,1.7326,1017.356997,100.5297,603.37,0.15,
AEGPA1,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),02/09/2029,"DI + 2,45%",2.1954,1.957,2.0849,0.17,1.9148,2.255,1035.319625,101.0479,736.61,0.15,
AEGPA3,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*) (**),15/03/2026,DI + 3%,2.2736,1.9332,2.0933,0.1198,1.9735,2.2132,1031.62198,101.0964,310.86,0.05,
AEGPA4,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),25/10/2028,"DI + 3,47%",2.3397,2.0844,2.2622,0.2297,2.0325,2.492,1030.610107,102.8933,613.72,0.15,
AEGPA7,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),15/09/2026,"DI + 2,75%",2.0839,1.895,2.0321,0.236,1.7961,2.2682,1031.819335,101.1538,412.48,,
AEGPA9,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),25/06/2029,"DI + 2,75%",2.3072,1.9947,2.1862,0.1974,1.9888,2.3837,1066.098928,101.6778,763.49,,
AEGPB7,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),15/09/2028,"DI + 2,95%",2.271,2.0502,2.1938,0.1812,2.0126,2.3751,1040.510932,101.9752,669.64,,
AERI11,AERIS INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA GERACAO DE ENERGIA S.A,15/01/2026,"DI + 2,9%",14.5125,11.5653,13.9588,2.2499,11.7089,16.2087,653.639293,93.9333,151.44,,
AERI12,AERIS INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA GERACAO DE ENERGIA S.A,31/07/2026,DI + 2%,--,14.6843,17.8327,5.0313,12.8014,22.8641,879.119233,84.9504,280.43,0.05,
AESB11,AES BRASIL ENERGIA S.A. (*) (**),10/03/2025,"DI + 2,3%",1.8702,1.6144,1.7075,0.407,1.3005,2.1146,311.833343,100.1846,80,,
AETE11,AETE - AMAZONIA EMPRESA TRANSMISSORA DE ENERGIA S.A. (*) (**),10/09/2026,"DI + 2,7%",1.9801,1.5112,1.7614,0.0251,1.7363,1.7866,667.2386,101.2987,354.52,,
AGAU13,AGASUS S.A. (*),15/03/2027,"DI + 4,5%",4.0733,3.7274,3.9111,0.0296,3.8816,3.9408,1031.975021,100.905,401.99,0.15,
ALGA28,ALGAR TELECOM S/A,15/02/2026,"DI + 0,9%",0.61,0.4134,0.5079,0.0908,0.4172,0.5988,10296.996335,100.2811,181.8,,
ALGAA1,ALGAR TELECOM S/A (*),15/07/2028,"DI + 1,6%",0.9401,0.6564,0.7993,0.073,0.7262,0.8724,1060.47691,102.031,641.48,,
ALGAA2,ALGAR TELECOM S/A (*),15/01/2029,"DI + 1,55%",1.1027,0.85,0.9945,0.0479,0.9466,1.0425,1055.593993,101.5778,720.27,,
ALGTA3,ALGAR TELECOM S/A (*),17/02/2027,DI + 2%,1.3384,0.9677,1.1505,0.0025,1.148,1.1531,1038.285755,100.9474,284.75,0.35,
ALMC12,ALUBAR METAIS E CABOS S.A (*) (**),10/06/2027,"DI + 4,8%",4.9748,4.1247,4.7093,0.1803,4.529,4.8897,800.005437,100.113,328.78,0.4,
ALPA12,ALPARGATAS S.A. (*),12/12/2027,"DI + 1,35%",0.9952,0.6435,0.8566,0.0317,0.8248,0.8884,1061.959963,101.2144,623.88,,
ALSO15,ALIANSCE SONAE SHOPPING CENTER S/A (*) (**),15/03/2027,"DI + 1,43%",0.9012,0.6808,0.7763,0.0032,0.7731,0.7796,1025.956809,100.7805,303.52,,
ALSO25,ALIANSCE SONAE SHOPPING CENTER S/A (*) (**),15/03/2029,"DI + 1,55%",1.0854,0.8182,0.9195,0.1091,0.8104,1.0287,1037.468484,101.8927,759.84,,
ALSR12,ALSOL ENERGIAS RENOVAVEIS S/A (*) (**),15/03/2025,"DI + 2,35%",1.689,1.295,1.4932,0.1828,1.3104,1.6761,1022.329332,100.284,85,,
ALTF11,ALTHAIA S.A. INDUSTRIA FARMACEUTICA (*) (**),15/01/2027,"DI + 2,3%",2.0789,1.8031,1.9415,0.0497,1.8918,1.9913,1014.180384,100.5223,374.13,,
ALUP17,ALUPAR INVESTIMENTO S/A (*) (**),15/10/2025,"DI + 1,4%",0.751,0.3686,0.5804,0.0856,0.4947,0.6661,507.808788,100.7284,225.35,,
AMBP16,AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A (*) (**),25/04/2029,"DI + 2,75%",2.9003,2.1809,2.6709,0.1408,2.5301,2.8118,1007.244151,100.211,689.79,0.15,
ANHB10,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*) (**),21/10/2026,"DI + 1,2%",0.5917,0.324,0.4579,0.0302,0.4277,0.4882,294.259803,100.8314,283.78,,
ANHBA2,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*),04/11/2026,"DI + 1,3%",0.7803,0.3014,0.49,0.033,0.457,0.5231,1012.895235,101.1044,345.04,,
ANHBA3,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*) (**),15/09/2027,"DI + 1,2%",0.8541,0.52,0.6381,0.219,0.4192,0.8572,1029.186934,101.1333,510.43,,
ANHBA4,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*),14/06/2028,"DI + 2,14%",1.3541,1.0971,1.1989,0.051,1.1479,1.25,1076.323016,102.3432,631.93,,
APPSB2,AUTOPISTA PLANALTO SUL S/A (*),15/09/2028,"DI + 2,15%",1.9691,1.6713,1.8177,0.0354,1.7824,1.8532,1025.187427,100.5948,459.06,,
APRB28,AUTOPISTA REGIS BITTENCOURT S/A (*),15/06/2027,"DI + 0,86%",0.8356,0.5588,0.6961,0.0232,0.6729,0.7195,714.105931,100.2225,344.55,,
ARML12,ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*),25/11/2028,"DI + 2,5%",1.3002,1.1191,1.2037,0.0093,1.1944,1.2131,1082.032962,102.0823,410.86,,
ARML13,ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*) (**),04/11/2029,"DI + 2,25%",1.457,1.3014,1.3885,0.0139,1.3746,1.4025,1031.173594,102.9137,857.61,0.05,
ARML14,ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*),15/03/2032,"DI + 1,9%",1.8044,1.4876,1.653,0.1178,1.5352,1.7709,1029.256563,101.0323,1067.99,0.05,
ARTRA1,ARTERIS S/A (*) (**),11/03/2027,"DI + 1,65%",1.4675,1.281,1.4077,0.0422,1.3655,1.4499,1022.644986,100.2838,299.39,0.35,
ARTRA4,ARTERIS S/A (*),24/08/2028,"DI + 2,7%",2.189,1.894,2.0794,0.2101,1.8692,2.2896,1041.825095,101.3817,571.33,,
ARTRA5,ARTERIS S/A (*),12/04/2029,"DI + 2,4%",2.2474,1.9284,2.1066,0.2672,1.8394,2.3739,1017.388154,100.7833,685.73,0.15,
ASAI14,SENDAS DISTRIBUIDORA S/A (*),26/11/2027,"DI + 1,75%",1.604,1.2779,1.4524,0.0304,1.422,1.4829,1062.761105,100.6095,523.04,,
ASAI18,SENDAS DISTRIBUIDORA S/A (*),22/12/2027,"DI + 1,85%",--,--,1.6066,0.0372,1.5694,1.644,1053.741146,100.5952,625.34,,
ASAI19,SENDAS DISTRIBUIDORA S/A (*),25/03/2029,"DI + 1,25%",1.7152,1.4399,1.557,0.0284,1.5286,1.5855,1005.239756,99.0822,766.89,,
ASAI22,SENDAS DISTRIBUIDORA S/A (*),20/05/2028,"DI + 1,95%",1.6755,1.3603,1.5334,0.0333,1.5001,1.5668,1070.153024,100.9789,600.1,,
ASAI28,SENDAS DISTRIBUIDORA S/A (*),22/12/2028,"DI + 1,95%",1.9044,1.6247,1.7051,0.0111,1.694,1.7164,1055.67565,100.7411,774.2,,
ASAIA0,SENDAS DISTRIBUIDORA S/A (*),20/06/2029,"DI + 1,25%",1.7163,1.4127,1.588,0.144,1.444,1.7321,1033.911243,98.9753,777.99,0.05,
ASAIA1,SENDAS DISTRIBUIDORA S/A (*),25/09/2029,"DI + 1,25%",1.7127,1.403,1.5711,0.0222,1.5489,1.5934,1002.055407,98.9466,841.99,0.1,
AURE13,AUREN ENERGIA S.A. (*),10/10/2031,"DI + 0,55%",--,--,0.8353,0.2212,0.6141,1.0566,996.574434,98.8154,1058.37,0.05,
BCBF15,BCBF PARTICIPAÇÕES S/A (*) (**),04/11/2025,"DI + 2,65%",2.0964,1.7302,1.9266,0.1108,1.8158,2.0375,336.257107,100.6716,238.5,,
BCBF16,BCBF PARTICIPAÇÕES S/A (*) (**),07/10/2027,"DI + 1,45%",0.8524,0.6845,0.7821,0.0462,0.7359,0.8284,1022.353543,101.1142,423.28,0.35,
BCPSA3,CLARO S/A,27/01/2026,"DI + 1,35%",--,--,1.0126,0.2206,0.792,1.2333,1037.75737,100.3736,281.84,0.35,
BCPSA4,CLARO S/A,20/02/2027,"DI + 1,2%",1.2645,1.0154,1.1413,0.031,1.1103,1.1724,1027.366968,100.1141,495.4,,
BKBR19,BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES S/A (*) (**),24/04/2027,"DI + 1,9%",2.4142,1.9306,2.0595,0.1161,1.9434,2.1757,1002.551948,99.7295,436.3,0.45,
BRIT11,BRISANET PARTICIPACOES S.A.,25/08/2027,DI + 2%,1.05,0.7564,0.8829,0.0297,0.8532,0.9127,1043.837746,101.7265,392.67,,
BRIT12,BRISANET PARTICIPACOES S.A. (*),10/07/2030,"DI + 1,6%",1.4098,1.1277,1.2715,0.1036,1.1679,1.3753,1050.821565,101.102,853.95,,
BRKMA6,BRASKEM S/A (*),12/05/2029,"DI + 1,75%",2.6273,2.2794,2.4503,0.0248,2.4255,2.4751,1037.956133,97.8088,811.82,0.5,
BRKMA8,BRASKEM S/A (*),09/11/2029,"DI + 1,7%",2.6274,2.2759,2.4708,0.0607,2.4101,2.5317,1034.388291,97.4074,873.65,0.35,
BRKMB6,BRASKEM S/A (*),12/05/2032,DI + 2%,2.582,2.3864,2.5263,0.0501,2.4762,2.5765,1040.423633,97.9192,1025.81,,
BRKMB8,BRASKEM S/A (*),09/11/2032,"DI + 1,95%",2.7778,2.381,2.6093,0.1985,2.4108,2.8079,1034.357584,97.2812,1072.07,,
BRKPA0,BRK AMBIENTAL PARTICIPACOES S/A (*) (**),15/04/2027,"DI + 2,4%",2.3443,2.0953,2.1922,0.0749,2.1173,2.2671,1013.264234,100.4245,525.63,0.5,
BRKPA1,BRK AMBIENTAL PARTICIPACOES S/A (*) (**),06/03/2028,"DI + 3,4%",2.6677,2.2626,2.4334,0.4735,1.9598,2.907,1049.796932,102.4923,661.72,0.1,
BRKPA2,BRK AMBIENTAL PARTICIPACOES S/A (*),21/02/2029,"DI + 3,25%",2.802,2.566,2.6494,0.0932,2.5562,2.7427,1049.498387,101.8527,794.43,0.35,
