1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,,,,,,,,,,,,,
,Data de Referência,,,,,,,,,,,,,
,2024-11-08 00:00:00,,,,,,,,,,,,,
,,,,,,,,,,,,,,
MERCADO SECUNDÁRIO DE DEBÊNTURES,,,,,,,,,,,,,,
Títulos Privados - DEBÊNTURES,,,PERCENTUAL do DI,,,,,,,2024-11-08 00:00:00,,,,
Código,Nome,Repac./  Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo,,PU,% Pu Par,Duration,% Reune,Referência NTN-B
,,,,,,,,Min.,Máx.,,,,,
CEEBB2,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*) (**),24/04/2026,"110,25% do DI",109.4891,102.6535,106.7382,3.8469,102.8913,110.5852,10087.448383,100.3824,225.82,,
CEPE20,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*) (**),15/04/2026,111% do DI,111.2817,102.6461,106.4727,0.9792,105.4934,107.452,10129.246502,100.481,220.34,,
DASAA1,DIAGNÓSTICOS DA AMÉRICA S/A (*) (**),10/06/2026,"108,5% do DI",138.4008,129.1348,133.8079,4.3593,129.4486,138.1673,10172.424336,97.073,241.8,,
DASAB0,DIAGNÓSTICOS DA AMÉRICA S/A (*),10/12/2024,"110,5% do DI",128.9643,117.3796,124.461,6.5428,117.9182,131.0038,10475.796581,99.8818,20,,
DASAC0,DIAGNÓSTICOS DA AMÉRICA S/A (*),10/12/2026,"112,5% do DI",141.2168,130.0339,136.5686,2.3939,134.1747,138.9626,10077.781185,96.004,346.08,0.05,
GGBRB6,GERDAU S/A (*) (**),06/05/2026,"107,25% do DI",108.0656,102.4685,104.5807,2.132,102.4486,106.7128,1005.445869,100.4561,347.79,,
HAPV21,HAPVIDA PARTICIPACOES E INVESTIMENTOS S/A (*) (**),10/07/2026,"110,55% do DI",112.4858,105.6517,109.0435,4.3007,104.7427,113.3443,1040.883177,100.1933,264.78,,
KLBNA2,KLABIN S/A,19/03/2029,"114,65% do DI",107.0956,103.64,104.4841,0.7507,103.7334,105.2349,10513.125738,103.4009,679.36,,
LORTA5,LOCALIZA RENT A CAR (*) (**),15/04/2026,"107,25% do DI",110.8988,103.122,106.9385,1.922,105.0165,108.8606,1008.13532,100.0331,220.39,0.35,
LORTB3,LOCALIZA RENT A CAR (*) (**),11/11/2024,"111,3% do DI",118.9992,110.0654,114.3227,1.4088,112.9139,115.7315,5238.442267,100.0761,1,,
LORTD4,LOCALIZA RENT A CAR (*),18/09/2026,"112,32% do DI",113.5681,109.0428,110.6025,0.3068,110.2956,110.9094,7648.572185,100.2921,348.26,,
MULP17,MULTIPLAN EMPREENDIMENTOS IMOBILIÁRIOS S/A (*) (**),25/04/2026,106% do DI,105.9248,102.9796,103.6331,1.2723,102.3608,104.9055,10068.893587,100.2593,227.14,,
PETR36,PETRÓLEO BRASILEIRO S/A - PETROBRAS (*) (**),15/01/2026,"106,25% do DI",108.18,101.9736,105.3684,1.1347,104.2337,106.5032,1036.736506,100.0675,159.5,,
RADL14,RAIA DROGASIL S/A (*) (**),17/06/2027,"106,99% do DI",106.2819,103,103.6067,0.2712,103.3356,103.878,1052.86994,100.7496,451.53,,
SAPR29,COMPANHIA DE SANEAMENTO DO PARANA - SANEPAR (*) (**),11/06/2026,"107,25% do DI",119.665,109.0835,114.4583,1.3743,113.0839,115.8327,10339.289703,98.7601,352.73,,
TAEE16,TRANS. ALIANÇA DE ENERGIA ELÉTRICA S/A (*) (**),15/05/2026,108% do DI,105.4963,101.9871,103.4995,2.6624,100.8372,106.162,1063.108369,100.7429,335.62,,
TFLE15,LOCALIZA FLEET S.A. (*) (**),18/07/2025,112% do DI,117.6246,111.4541,114.2684,1.4148,112.8535,115.6833,1034.851466,99.826,162.97,,
UNDAC2,UNIDAS S/A (*) (**),10/04/2027,"110,5% do DI",114.5082,110.6193,112.706,1.5144,111.1916,114.2205,1005.92477,99.6574,320.33,0.35,
UNDAC3,UNIDAS S/A (*),10/04/2029,112% do DI,116.9134,112.9161,114.7546,1.3068,113.4478,116.0615,999.128382,98.9716,773.75,,
,,,,,,,,,,,,,,
(*) O papel tem cláusula de Resgate ou Amortização Antecipado.,,,,,,,,,,,,,,
(**) A cláusula já está no período de exercício.,,,,,,,,,,,,,,
(#) Condição atual de negociação em “combo” dessas emissões.,,,,,,,,,,,,,,
"Obs.:  Algumas séries de debêntures não têm seus preços divulgados, em função de características não padronizadas ou incertezas sobre os eventos financeiros.  ",,,,,,,,,,,,,,
