1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,,,,,,,,,,,,,
,Data de Referência,,,,,,,,,,,,,
,2024-11-07 00:00:00,,,,,,,,,,,,,
,,,,,,,,,,,,,,
MERCADO SECUNDÁRIO DE DEBÊNTURES,,,,,,,,,,,,,,
Títulos Privados - DEBÊNTURES,,,DI + SPREAD,,,,,,,2024-11-07 00:00:00,,,,
Código,Nome,Repac./  Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo,,PU,% Pu Par,Duration,% Reune,Referência NTN-B
,,,,,,,,Min.,Máx.,,,,,
AALM11,AURA ALMAS MINERACAO S.A. (*) (**),08/11/2024,"DI + 4,35%",2.5801,1.9944,2.2895,0.5017,1.7878,2.7914,537.072186,102.4903,1,,
AALR13,CENTRO DE IMAGEM DIAGNOSTICOS S/A (*) (**),04/10/2027,"DI + 2,75%",10.3773,6.6551,9.3389,1.559,7.7799,10.898,823.497802,90.3882,404.23,,
AEGE16,EQUIPAV SANEAMENTO S.A. (*) (**),11/03/2034,"DI + 3,9%",3.0956,2.4816,2.8627,0.2668,2.596,3.1296,1067.669948,104.3773,1084.63,0.35,
AEGP14,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*) (**),05/02/2025,"DI + 1,8%",0.5,0.1,0.2951,0.0451,0.25,0.3402,518.002771,100.3552,60,,
AEGP17,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*) (**),12/04/2027,"DI + 2,15%",1.5201,1.35,1.4433,0.076,1.3673,1.5194,1017.765382,100.8901,322.18,,
AEGP19,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),04/10/2028,"DI + 1,9%",1.8309,1.575,1.6909,0.0653,1.6256,1.7563,1016.493733,100.494,604.87,0.5,
AEGPA1,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),02/09/2029,"DI + 2,45%",2.2029,1.9654,2.0386,0.0589,1.9796,2.0976,1036.189545,101.1849,738.65,0.45,
AEGPA3,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*) (**),15/03/2026,DI + 3%,2.3,1.9,2.0995,0.0015,2.098,2.1011,1031.028837,101.0925,311.91,,
AEGPA4,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),25/10/2028,"DI + 3,47%",2.3609,2.1137,2.2029,0.0623,2.1406,2.2654,1031.572263,103.0465,615.41,0.45,
AEGPA7,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),15/09/2026,"DI + 2,75%",2.1001,1.8719,1.9884,0.073,1.9154,2.0615,1032.033633,101.2281,413.63,,
AEGPA9,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),25/06/2029,"DI + 2,75%",2.3126,2,2.1551,0.0843,2.0708,2.2395,1066.567173,101.7761,765.55,,
AEGPB7,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),15/09/2028,"DI + 2,95%",2.3328,2.05,2.1475,0.1042,2.0432,2.2518,1041.260403,102.1032,671.4,,
AERI11,AERIS INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA GERACAO DE ENERGIA S.A,15/01/2026,"DI + 2,9%",18.1502,11.5518,14.2706,2.2319,12.0387,16.5026,651.943734,93.7395,152.3,,
AERI12,AERIS INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA GERACAO DE ENERGIA S.A,31/07/2026,DI + 2%,--,--,17.9764,3.3166,14.6598,21.293,876.962591,84.7842,281.4,,
AESB11,AES BRASIL ENERGIA S.A. (*) (**),10/03/2025,"DI + 2,3%",1.7784,--,1.552,0.3972,1.1547,1.9493,311.834946,100.2362,81,,
AETE11,AETE - AMAZONIA EMPRESA TRANSMISSORA DE ENERGIA S.A. (*) (**),10/09/2026,"DI + 2,7%",2,1.5,1.75,0,1.75,1.75,667.020707,101.3188,355.64,,
AGAU13,AGASUS S.A. (*),15/03/2027,"DI + 4,5%",4.0639,3.7326,3.9066,0.0036,3.903,3.9103,1031.460179,100.9146,403.14,0.45,
ALGA28,ALGAR TELECOM S/A,15/02/2026,"DI + 0,9%",0.6244,0.406,0.4996,0.0916,0.408,0.5913,10293.091299,100.2887,182.83,,
ALGAA1,ALGAR TELECOM S/A (*),15/07/2028,"DI + 1,6%",0.95,0.6426,0.7942,0.0312,0.7629,0.8255,1060.154892,102.0492,643.07,,
ALGAA2,ALGAR TELECOM S/A (*),15/01/2029,"DI + 1,55%",1.1176,0.85,0.9916,0.0507,0.9408,1.0424,1055.214116,101.5901,722.04,,
ALGTA3,ALGAR TELECOM S/A (*),17/02/2027,DI + 2%,1.35,0.95,1.15,0,1.15,1.15,1037.812787,100.9516,285.86,,
ALMC12,ALUBAR METAIS E CABOS S.A (*) (**),10/06/2027,"DI + 4,8%",5,4.036,4.5536,0.0921,4.4615,4.6457,801.084063,100.3087,330.17,,
ALPA12,ALPARGATAS S.A. (*),12/12/2027,"DI + 1,35%",1.0035,0.6134,0.8412,0.0131,0.8281,0.8544,1061.892689,101.2558,625.48,,
ALSO15,ALIANSCE SONAE SHOPPING CENTER S/A (*) (**),15/03/2027,"DI + 1,43%",0.95,0.5811,0.7739,0.0119,0.762,0.7859,1025.527395,100.7863,304.63,,
ALSO25,ALIANSCE SONAE SHOPPING CENTER S/A (*) (**),15/03/2029,"DI + 1,55%",--,--,0.8931,0.1277,0.7654,1.0209,1037.837469,101.9779,761.77,,
ALSR12,ALSOL ENERGIAS RENOVAVEIS S/A (*) (**),15/03/2025,"DI + 2,35%",1.7,1.2064,1.4501,0.0004,1.4497,1.4506,1021.988602,100.3018,86,,
ALTF11,ALTHAIA S.A. INDUSTRIA FARMACEUTICA (*) (**),15/01/2027,"DI + 2,3%",2.1111,1.8,1.9373,0.0668,1.8705,2.0043,1013.742337,100.5302,375.31,,
ALUP17,ALUPAR INVESTIMENTO S/A (*) (**),15/10/2025,"DI + 1,4%",0.7556,0.3056,0.5506,0.0512,0.4994,0.6019,507.719517,100.7585,226.37,,
AMBP16,AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A (*) (**),25/04/2029,"DI + 2,75%",2.9187,2.0851,2.6896,0.0512,2.6384,2.7409,1006.215644,100.1614,691.44,0.5,
ANHB10,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*) (**),21/10/2026,"DI + 1,2%",0.6216,0.3009,0.4578,0.0278,0.43,0.4857,294.132011,100.8347,284.85,,
ANHBA2,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*),04/11/2026,"DI + 1,3%",0.875,0.2334,0.4844,0.0185,0.4659,0.5031,1012.531799,101.1157,346.15,,
ANHBA3,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*) (**),15/09/2027,"DI + 1,2%",0.8716,0.3287,0.6067,0.1129,0.4938,0.7197,1029.388439,101.2004,511.78,,
ANHBA4,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*),14/06/2028,"DI + 2,14%",1.3893,1.0633,1.2039,0.0484,1.1555,1.2524,1075.710572,102.3365,633.51,,
APPSB2,AUTOPISTA PLANALTO SUL S/A (*),15/09/2028,"DI + 2,15%",1.9711,1.6491,1.8272,0.0145,1.8127,1.8419,1024.513558,100.5793,460.34,,
APRB28,AUTOPISTA REGIS BITTENCOURT S/A (*),15/06/2027,"DI + 0,86%",0.8442,0.55,0.6844,0.0111,0.6733,0.6956,713.901372,100.2392,345.74,,
ARML12,ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*),25/11/2028,"DI + 2,5%",1.3,1.1,1.2,0.0017,1.1983,1.2017,1081.609772,102.0951,412.19,,
ARML13,ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*) (**),04/11/2029,"DI + 2,25%",1.5228,1.2301,1.3859,0.0851,1.3008,1.471,1030.813135,102.9299,859.72,,
ARML14,ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*),15/03/2032,"DI + 1,9%",1.8155,1.5085,1.6806,0.0679,1.6127,1.7485,1027.587661,100.9184,1070.19,,
ARTRA1,ARTERIS S/A (*) (**),11/03/2027,"DI + 1,65%",1.5294,1.2808,1.4135,0.0663,1.3471,1.4799,1022.090792,100.278,300.5,,
ARTRA4,ARTERIS S/A (*),24/08/2028,"DI + 2,7%",2.1759,1.8561,2.012,0.1065,1.9055,2.1187,1042.879815,101.5377,572.99,,
ARTRA5,ARTERIS S/A (*),12/04/2029,"DI + 2,4%",2.2254,1.9401,2.0446,0.06,1.9846,2.1046,1018.571962,100.9524,687.64,0.5,
ASAI14,SENDAS DISTRIBUIDORA S/A (*),26/11/2027,"DI + 1,75%",1.65,1.2514,1.4556,0.0382,1.4174,1.4939,1062.189239,100.6045,524.38,,
ASAI18,SENDAS DISTRIBUIDORA S/A (*),22/12/2027,"DI + 1,85%",--,--,1.5953,0.0418,1.5534,1.6372,1053.529483,100.6245,626.91,,
ASAI19,SENDAS DISTRIBUIDORA S/A (*),25/03/2029,"DI + 1,25%",1.7144,1.4139,1.5508,0.0053,1.5455,1.5562,1004.932607,99.0984,768.84,,
ASAI22,SENDAS DISTRIBUIDORA S/A (*),20/05/2028,"DI + 1,95%",1.7,1.3491,1.53,0.0264,1.5036,1.5565,1069.734,100.9895,601.62,,
ASAI28,SENDAS DISTRIBUIDORA S/A (*),22/12/2028,"DI + 1,95%",1.9101,1.5016,1.7045,0.0185,1.686,1.7232,1055.190405,100.7447,776.11,,
ASAIA0,SENDAS DISTRIBUIDORA S/A (*),20/06/2029,"DI + 1,25%",1.7401,1.4051,1.5738,0.0177,1.556,1.5916,1033.847992,99.0156,779.96,,
ASAIA1,SENDAS DISTRIBUIDORA S/A (*),25/09/2029,"DI + 1,25%",1.7334,1.3779,1.5587,0.0078,1.5509,1.5666,1001.969108,98.9845,844.14,0.35,
AURE13,AUREN ENERGIA S.A. (*),10/10/2031,"DI + 0,55%",--,--,0.823,0.2247,0.5983,1.0478,996.618229,98.8634,1061.03,,
BCBF15,BCBF PARTICIPAÇÕES S/A (*) (**),04/11/2025,"DI + 2,65%",2.1191,1.6909,1.9251,0.0496,1.8754,1.9748,336.095478,100.6758,239.52,,
BCBF16,BCBF PARTICIPAÇÕES S/A (*) (**),07/10/2027,"DI + 1,45%",0.8893,0.6854,0.7838,0.0479,0.7359,0.8317,1021.870586,101.1146,424.52,,
BCPSA3,CLARO S/A,27/01/2026,"DI + 1,35%",--,--,1.0067,0.2422,0.7645,1.249,1037.349252,100.3816,282.88,,
BCPSA4,CLARO S/A,20/02/2027,"DI + 1,2%",--,--,1.1279,0.0169,1.111,1.145,1027.158714,100.1406,496.69,,
BKBR19,BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES S/A (*) (**),24/04/2027,"DI + 1,9%",2.5,1.9764,2.0888,0.1175,1.9713,2.2065,1001.549923,99.6791,437.47,0.35,
BRIT11,BRISANET PARTICIPACOES S.A.,25/08/2027,DI + 2%,1.0165,0.6851,0.872,0.0429,0.8291,0.915,1043.549303,101.7491,393.89,,
BRIT12,BRISANET PARTICIPACOES S.A. (*),10/07/2030,"DI + 1,6%",1.4,1.0485,1.2443,0.0518,1.1925,1.2962,1051.301467,101.197,856.2,,
BRKMA6,BRASKEM S/A (*),12/05/2029,"DI + 1,75%",2.68,2.2773,2.4571,0.0294,2.4276,2.4866,1037.168572,97.7824,813.85,0.45,
BRKMA8,BRASKEM S/A (*),09/11/2029,"DI + 1,7%",2.6428,2.2434,2.4615,0.0548,2.4067,2.5165,1034.143504,97.4317,875.92,,
BRKMB6,BRASKEM S/A (*),12/05/2032,DI + 2%,2.642,2.3712,2.4932,0.278,2.2152,2.7713,1041.222636,98.0432,1028.85,,
BRKMB8,BRASKEM S/A (*),09/11/2032,"DI + 1,95%",2.7889,2.35,2.5901,0.0643,2.5258,2.6545,1034.600086,97.3523,1075.04,,
BRKPA0,BRK AMBIENTAL PARTICIPACOES S/A (*) (**),15/04/2027,"DI + 2,4%",2.3927,2.1109,2.2401,0.1023,2.1378,2.3424,1011.76289,100.3272,526.91,0.5,
BRKPA1,BRK AMBIENTAL PARTICIPACOES S/A (*) (**),06/03/2028,"DI + 3,4%",2.5046,2.295,2.3698,0.0793,2.2906,2.4492,1050.999427,102.6663,663.53,0.35,
BRKPA2,BRK AMBIENTAL PARTICIPACOES S/A (*),21/02/2029,"DI + 3,25%",2.7497,2.5315,2.64,0.0695,2.5705,2.7095,1049.276057,101.8868,796.42,,
