1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,,,,,,,,,,,,,
,Data de Referência,,,,,,,,,,,,,
,2024-11-13 00:00:00,,,,,,,,,,,,,
,,,,,,,,,,,,,,
MERCADO SECUNDÁRIO DE DEBÊNTURES,,,,,,,,,,,,,,
Títulos Privados - DEBÊNTURES,,,DI + SPREAD,,,,,,,2024-11-13 00:00:00,,,,
Código,Nome,Repac./  Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo,,PU,% Pu Par,Duration,% Reune,Referência NTN-B
,,,,,,,,Min.,Máx.,,,,,
AALR13,CENTRO DE IMAGEM DIAGNOSTICOS S/A (*) (**),04/10/2027,"DI + 2,75%",9.2539,5.2517,7.4156,0.8985,6.517,8.3142,849.86037,93.0854,402.7,,
AEGE16,EQUIPAV SANEAMENTO S.A. (*) (**),11/03/2034,"DI + 3,9%",3.1441,2.5623,3.008,0.0329,2.9751,3.0409,1063.232991,103.7063,1071.04,0.45,
AEGP14,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*) (**),05/02/2025,"DI + 1,8%",0.5,0.1034,0.3232,0.0507,0.2725,0.3741,518.864641,100.3253,56,,
AEGP17,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*) (**),12/04/2027,"DI + 2,15%",1.5911,1.35,1.4292,0.0249,1.4043,1.4542,1019.874768,100.8956,317.83,,
AEGP19,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),04/10/2028,"DI + 1,9%",1.7574,1.5,1.6309,0.0603,1.5705,1.6913,1019.887491,100.6304,599.27,,
AEGPA1,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),02/09/2029,"DI + 2,45%",2.1184,1.8517,1.9601,0.08,1.8802,2.0402,1040.536784,101.4001,732.06,0.45,
AEGPA3,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*) (**),15/03/2026,DI + 3%,2.2485,1.9,2.0761,0.0443,2.0317,2.1205,1033.386136,101.1063,307.8,,
AEGPA4,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),25/10/2028,"DI + 3,47%",2.3527,2.0981,2.2338,0.0537,2.1801,2.2875,1032.815714,102.942,609.53,,
AEGPA7,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),15/09/2026,"DI + 2,75%",2.0899,1.8733,1.9841,0.0383,1.9458,2.0225,1034.148718,101.2219,409.24,,
AEGPA9,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),25/06/2029,"DI + 2,75%",2.266,1.98,2.098,0.0714,2.0266,2.1695,1070.437962,101.9303,758.53,,
AEGPB7,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),15/09/2028,"DI + 2,95%",2.2947,2.0286,2.151,0.0882,2.0628,2.2394,1043.195453,102.0743,665.2,,
AERI11,AERIS INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA GERACAO DE ENERGIA S.A,15/01/2026,"DI + 2,9%",18.6935,11.3513,13.056,1.3081,11.748,14.3642,658.568549,94.4905,148.9,,
AERI12,AERIS INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA GERACAO DE ENERGIA S.A,31/07/2026,DI + 2%,--,13.6638,17.728,3.5191,14.2089,21.2472,882.832765,85.1819,277.45,,
AESB11,AES BRASIL ENERGIA S.A. (*) (**),10/03/2025,"DI + 2,3%",1.7672,--,1.607,0.3857,1.2212,1.9928,312.383306,100.2079,77,,
AETE11,AETE - AMAZONIA EMPRESA TRANSMISSORA DE ENERGIA S.A. (*) (**),10/09/2026,"DI + 2,7%",2,1.5,1.7583,0.021,1.7373,1.7793,668.241334,101.2912,351.32,,
AGAU13,AGASUS S.A. (*),15/03/2027,"DI + 4,5%",3.982,2.9287,3.703,0.4142,3.2888,4.1172,1037.023729,101.218,398.86,0.45,
ALGA28,ALGAR TELECOM S/A,15/02/2026,"DI + 0,9%",0.6233,0.4101,0.5014,0.0437,0.4578,0.5452,10311.053367,100.281,178.78,,
ALGAA1,ALGAR TELECOM S/A (*),15/07/2028,"DI + 1,6%",0.9245,0.574,0.7853,0.0512,0.7341,0.8366,1062.238,102.0526,637.08,,
ALGAA2,ALGAR TELECOM S/A (*),15/01/2029,"DI + 1,55%",1.1038,0.85,0.9939,0.0482,0.9457,1.0421,1057.019893,101.5685,715.29,,
ALGTA3,ALGAR TELECOM S/A (*),17/02/2027,DI + 2%,1.35,0.9516,1.1514,0.0039,1.1474,1.1554,1039.717711,100.9356,281.55,,
ALMC12,ALUBAR METAIS E CABOS S.A (*) (**),10/06/2027,"DI + 4,8%",5.0435,4.2266,4.7057,0.1886,4.5171,4.8943,801.486581,100.1163,325.5,,
ALPA12,ALPARGATAS S.A. (*),12/12/2027,"DI + 1,35%",1.0314,0.6452,0.882,0.0569,0.8251,0.939,1062.720498,101.1433,619.53,,
ALSO15,ALIANSCE SONAE SHOPPING CENTER S/A (*) (**),15/03/2027,"DI + 1,43%",0.9528,0.5951,0.7791,0.0077,0.7714,0.7869,1027.303441,100.7689,300.29,,
ALSO25,ALIANSCE SONAE SHOPPING CENTER S/A (*) (**),15/03/2029,"DI + 1,55%",--,--,0.9572,0.1175,0.8397,1.0747,1037.6711,101.7658,754.53,,
ALSR12,ALSOL ENERGIAS RENOVAVEIS S/A (*) (**),15/03/2025,"DI + 2,35%",1.7,1.2116,1.4762,0.0457,1.4304,1.522,1023.853132,100.2794,82,,
ALTF11,ALTHAIA S.A. INDUSTRIA FARMACEUTICA (*) (**),15/01/2027,"DI + 2,3%",2.1148,1.8,1.9707,0.0553,1.9155,2.0261,1015.257648,100.4754,370.8,,
ALUP17,ALUPAR INVESTIMENTO S/A (*) (**),15/10/2025,"DI + 1,4%",0.7787,0.3401,0.5703,0.0546,0.5157,0.625,508.528398,100.7276,222.36,,
AMBP16,AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A (*) (**),25/04/2029,"DI + 2,75%",2.8244,2.0293,2.6435,0.2383,2.4052,2.8819,1009.555986,100.2823,685.15,,
ANHB10,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*) (**),21/10/2026,"DI + 1,2%",0.5967,0.3017,0.4616,0.0356,0.426,0.4972,294.633327,100.8181,280.67,,
ANHBA2,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*),04/11/2026,"DI + 1,3%",0.8557,0.2814,0.5542,0.1089,0.4454,0.6632,1013.345916,101.0066,341.82,,
ANHBA3,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*) (**),15/09/2027,"DI + 1,2%",0.8635,0.4569,0.6268,0.11,0.5169,0.7369,1030.778597,101.148,506.78,,
ANHBA4,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*),14/06/2028,"DI + 2,14%",1.3942,1.0997,1.2417,0.0342,1.2075,1.2759,1076.642319,102.219,627.42,,
APPSB2,AUTOPISTA PLANALTO SUL S/A (*),15/09/2028,"DI + 2,15%",1.9758,1.6397,1.8223,0.0224,1.7998,1.8448,1026.605297,100.5817,455.34,,
APRB28,AUTOPISTA REGIS BITTENCOURT S/A (*),15/06/2027,"DI + 0,86%",0.742,0.4564,0.607,0.0301,0.5769,0.6371,715.920575,100.3406,341.4,,
ARML12,ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*),25/11/2028,"DI + 2,5%",1.3,1.1,1.202,0.0084,1.1936,1.2105,1083.53663,102.0655,407.08,,
ARML13,ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*) (**),04/11/2029,"DI + 2,25%",1.4911,1.1688,1.37,0.0465,1.3235,1.4165,1033.176871,102.9566,851.77,,
ARML14,ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*),15/03/2032,"DI + 1,9%",1.7798,1.3849,1.5912,0.0873,1.5038,1.6786,1033.34277,101.2832,1060.58,,
ARTRA1,ARTERIS S/A (*) (**),11/03/2027,"DI + 1,65%",1.4924,1.2811,1.3973,0.0493,1.348,1.4467,1024.224532,100.2928,296.2,,
ARTRA4,ARTERIS S/A (*),24/08/2028,"DI + 2,7%",2.1769,1.8629,2.0001,0.0415,1.9586,2.0417,1045.192805,101.5493,567.46,0.35,
ARTRA5,ARTERIS S/A (*),12/04/2029,"DI + 2,4%",2.2367,1.9485,2.0653,0.1044,1.9609,2.1699,1020.017002,100.8881,681.16,0.5,
ASAI14,SENDAS DISTRIBUIDORA S/A (*),26/11/2027,"DI + 1,75%",1.65,1.2707,1.4691,0.0393,1.4298,1.5085,1063.911264,100.5709,519.2,,
ASAI18,SENDAS DISTRIBUIDORA S/A (*),22/12/2027,"DI + 1,85%",--,--,1.5861,0.0759,1.5101,1.6621,1055.779882,100.6411,621.07,,
ASAI19,SENDAS DISTRIBUIDORA S/A (*),25/03/2029,"DI + 1,25%",1.7159,1.4388,1.5577,0.0267,1.531,1.5845,1006.696892,99.0864,761.64,,
ASAI22,SENDAS DISTRIBUIDORA S/A (*),20/05/2028,"DI + 1,95%",1.7364,1.3604,1.5391,0.0266,1.5125,1.5657,1071.531202,100.9586,595.87,,
ASAI28,SENDAS DISTRIBUIDORA S/A (*),22/12/2028,"DI + 1,95%",1.857,1.5125,1.6837,0.0156,1.6681,1.6994,1057.872025,100.8005,768.86,,
ASAIA0,SENDAS DISTRIBUIDORA S/A (*),20/06/2029,"DI + 1,25%",1.7809,1.4333,1.6013,0.0517,1.5496,1.653,1035.026077,98.9428,772.43,,
ASAIA1,SENDAS DISTRIBUIDORA S/A (*),25/09/2029,"DI + 1,25%",1.7424,1.3968,1.5709,0.0228,1.5481,1.5938,1003.546155,98.9546,836.12,0.35,
AURE13,AUREN ENERGIA S.A. (*),10/10/2031,"DI + 0,55%",0.9547,0.7192,0.8957,0.0758,0.8199,0.9716,995.497193,98.578,1049.74,0.5,
BCBF15,BCBF PARTICIPAÇÕES S/A (*) (**),04/11/2025,"DI + 2,65%",2.1336,1.7283,1.962,0.0718,1.8901,2.0339,336.647715,100.6304,235.5,,
BCBF16,BCBF PARTICIPAÇÕES S/A (*) (**),07/10/2027,"DI + 1,45%",0.8524,0.6863,0.778,0.0275,0.7504,0.8056,1023.79258,101.1118,419.82,,
BCPSA3,CLARO S/A,27/01/2026,"DI + 1,35%",--,--,0.9292,0.1431,0.7861,1.0724,1040.138283,100.4613,278.81,,
BCPSA4,CLARO S/A,20/02/2027,"DI + 1,2%",1.3114,0.9916,1.1512,0.0299,1.1213,1.1812,1028.601833,100.0942,491.85,,
BKBR19,BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES S/A (*) (**),24/04/2027,"DI + 1,9%",2.2397,1.75,1.9743,0.0352,1.939,2.0096,1005.502208,99.8748,432.97,,
BRIT11,BRISANET PARTICIPACOES S.A.,25/08/2027,DI + 2%,1,0.6912,0.8822,0.0525,0.8297,0.9348,1045.254351,101.7125,389.26,,
BRIT12,BRISANET PARTICIPACOES S.A. (*),10/07/2030,"DI + 1,6%",1.4,1.1249,1.2667,0.0469,1.2197,1.3137,1052.42843,101.1102,847.85,,
BRKMA6,BRASKEM S/A (*),12/05/2029,"DI + 1,75%",2.6305,2.2755,2.4306,0.0591,2.3715,2.4898,978.004861,97.7527,857.49,,
BRKMA8,BRASKEM S/A (*),09/11/2029,"DI + 1,7%",2.6046,2.2482,2.4624,0.0599,2.4025,2.5224,973.890574,97.2944,923.05,0.35,
BRKMB6,BRASKEM S/A (*),12/05/2032,DI + 2%,2.5957,1.9328,2.2838,0.2779,2.0059,2.5618,988.560621,98.8068,1086.89,,
BRKMB8,BRASKEM S/A (*),09/11/2032,"DI + 1,95%",2.7426,2.3552,2.5692,0.0459,2.5233,2.6151,973.982335,97.3016,1133.86,,
BRKPA0,BRK AMBIENTAL PARTICIPACOES S/A (*) (**),15/04/2027,"DI + 2,4%",2.3119,2.0299,2.1637,0.0765,2.0872,2.2403,1015.383324,100.4796,522.01,,
BRKPA1,BRK AMBIENTAL PARTICIPACOES S/A (*) (**),06/03/2028,"DI + 3,4%",2.5725,2.2614,2.4528,0.0642,2.3885,2.5171,1050.843436,102.4246,657.21,0.45,
BRKPA2,BRK AMBIENTAL PARTICIPACOES S/A (*),21/02/2029,"DI + 3,25%",2.7754,2.5225,2.6401,0.0412,2.5989,2.6814,1051.383656,101.8685,788.95,,
BRKPA3,BRK AMBIENTAL PARTICIPACOES S/A (*),23/08/2029,"DI + 2,93%",2.7896,2.5016,2.6464,0.0887,2.5578,2.7352,1038.960213,100.9439,858.94,,
